date,price
2022-02-22,406.338623046875
2022-02-23,399.1307067871094
2022-02-24,405.1372985839844
2022-02-25,414.076171875
2022-02-28,413.0168151855469
2022-03-01,406.7264709472656
2022-03-02,414.2086486816406
2022-03-03,412.1464538574219
2022-03-04,408.7979736328125
2022-03-07,396.7469787597656
2022-03-08,393.73895263671875
2022-03-09,404.2953796386719
2022-03-10,402.46978759765625
2022-03-11,397.3523864746094
2022-03-14,394.4483642578125
2022-03-15,403.1224365234375
2022-03-16,412.0614013671875
2022-03-17,417.2166442871094
2022-03-18,421.7863464355469
2022-03-21,421.6630554199219
2022-03-22,426.5970458984375
2022-03-23,421.1031494140625
2022-03-24,427.4510192871094
2022-03-25,429.53851318359375
2022-03-28,432.5938415527344
2022-03-29,437.9454345703125
2022-03-30,435.2412109375
2022-03-31,428.542236328125
2022-04-01,429.7568054199219
2022-04-04,433.438232421875
2022-04-05,427.9634094238281
2022-04-06,423.6840515136719
2022-04-07,425.8190612792969
2022-04-08,424.6803894042969
2022-04-11,417.4216613769531
2022-04-12,415.875
2022-04-13,420.6382751464844
2022-04-14,415.4005432128906
2022-04-18,415.5713806152344
2022-04-19,422.2797546386719
2022-04-20,421.9665832519531
2022-04-21,415.6567687988281
2022-04-22,404.2514343261719
2022-04-25,406.59515380859375
2022-04-26,394.8197937011719
2022-04-27,395.9300537109375
2022-04-28,405.9309387207031
2022-04-29,390.92950439453125
2022-05-02,393.28271484375
2022-05-03,395.08551025390625
2022-05-04,407.11700439453125
2022-05-05,392.64691162109375
2022-05-06,390.30328369140625
2022-05-09,377.80682373046875
2022-05-10,378.6797180175781
2022-05-11,372.66400146484375
2022-05-12,372.2749938964844
2022-05-13,381.17529296875
2022-05-16,379.62860107421875
2022-05-17,387.4377136230469
2022-05-18,371.81951904296875
2022-05-19,369.5422058105469
2022-05-20,369.70355224609375
2022-05-23,376.6206970214844
2022-05-24,373.7456970214844
2022-05-25,377.0476989746094
2022-05-26,384.5816650390625
2022-05-27,394.0227355957031
2022-05-31,391.81201171875
2022-06-01,388.6427917480469
2022-06-02,396.04388427734375
2022-06-03,389.5441589355469
2022-06-06,390.7302551269531
2022-06-07,394.478271484375
2022-06-08,390.1894226074219
2022-06-09,380.90960693359375
2022-06-10,369.8648681640625
2022-06-13,355.82177734375
2022-06-14,354.7494812011719
2022-06-15,359.8069763183594
2022-06-16,347.8987731933594
2022-06-17,348.6487121582031
2022-06-21,357.4255065917969
2022-06-22,356.7774963378906
2022-06-23,360.27490234375
2022-06-24,371.7293701171875
2022-06-27,370.30950927734375
2022-06-28,362.7430114746094
2022-06-29,362.44757080078125
2022-06-30,359.5029296875
2022-07-01,363.30523681640625
2022-07-05,363.9913330078125
2022-07-06,365.220703125
2022-07-07,370.69073486328125
2022-07-08,370.38568115234375
2022-07-11,366.1546325683594
2022-07-12,362.9145202636719
2022-07-13,361.0086669921875
2022-07-14,360.1319274902344
2022-07-15,367.01226806640625
2022-07-18,363.98187255859375
2022-07-19,373.81634521484375
2022-07-20,376.19873046875
2022-07-21,380.02972412109375
2022-07-22,376.5036926269531
2022-07-25,376.9610900878906
2022-07-26,372.5013122558594
2022-07-27,382.17376708984375
2022-07-28,386.9671325683594
2022-07-29,392.60870361328125
2022-08-01,391.4460754394531
2022-08-02,388.86358642578125
2022-08-03,394.95294189453125
2022-08-04,394.6861877441406
2022-08-05,394.01904296875
2022-08-08,393.5616760253906
2022-08-09,391.998779296875
2022-08-10,400.2322998046875
2022-08-11,400.2322998046875
2022-08-12,407.00787353515625
2022-08-15,408.6850280761719
2022-08-16,409.48553466796875
2022-08-17,406.5790100097656
2022-08-18,407.7606201171875
2022-08-19,402.28125
2022-08-22,393.9046936035156
2022-08-23,392.9517517089844
2022-08-24,394.209716796875
2022-08-25,399.7748718261719
2022-08-26,386.242919921875
2022-08-29,383.6890563964844
2022-08-30,379.4768981933594
2022-08-31,376.5893859863281
2022-09-01,377.7711486816406
2022-09-02,373.7877502441406
2022-09-06,372.3774108886719
2022-09-07,379.067138671875
2022-09-08,381.54486083984375
2022-09-09,387.4721984863281
2022-09-12,391.6366882324219
2022-09-13,374.60736083984375
2022-09-14,376.03680419921875
2022-09-15,371.7674865722656
2022-09-16,368.93133544921875
2022-09-19,371.79241943359375
2022-09-20,367.5247497558594
2022-09-21,361.11370849609375
2022-09-22,358.0804138183594
2022-09-23,352.0808410644531
2022-09-26,348.5977783203125
2022-09-27,347.7079772949219
2022-09-28,354.54962158203125
2022-09-29,347.14337158203125
2022-09-30,341.7752990722656
2022-10-03,350.7986145019531
2022-10-04,361.668701171875
2022-10-05,360.8266296386719
2022-10-06,357.1044006347656
2022-10-07,347.14337158203125
2022-10-10,344.4927673339844
2022-10-11,342.3111877441406
2022-10-12,341.18206787109375
2022-10-13,350.1861877441406
2022-10-14,342.2058410644531
2022-10-17,350.99957275390625
2022-10-18,355.1236572265625
2022-10-19,352.607177734375
2022-10-20,349.6504211425781
2022-10-21,358.1473693847656
2022-10-24,362.52984619140625
2022-10-25,368.3189392089844
2022-10-26,365.5439453125
2022-10-27,363.592041015625
2022-10-28,372.2420654296875
2022-10-31,369.55328369140625
2022-11-01,367.9361572265625
2022-11-02,358.7023620605469
2022-11-03,355.0088806152344
2022-11-04,360.1185302734375
2022-11-07,363.5633239746094
2022-11-08,365.52484130859375
2022-11-09,357.99432373046875
2022-11-10,377.6676025390625
2022-11-11,381.32281494140625
2022-11-14,378.0790100097656
2022-11-15,381.3036193847656
2022-11-16,378.39483642578125
2022-11-17,377.2369689941406
2022-11-18,378.9497985839844
2022-11-21,377.5718994140625
2022-11-22,382.6528625488281
2022-11-23,385.064208984375
2022-11-25,384.9780578613281
2022-11-28,378.8349609375
2022-11-29,378.184326171875
2022-11-30,390.0973205566406
2022-12-01,389.8102722167969
2022-12-02,389.3605041503906
2022-12-05,382.35626220703125
2022-12-06,376.8446350097656
2022-12-07,376.20355224609375
2022-12-08,379.15069580078125
2022-12-09,376.318359375
2022-12-12,381.7438659667969
2022-12-13,384.6336364746094
2022-12-14,382.1744079589844
2022-12-15,372.8257751464844
2022-12-16,368.4241638183594
2022-12-19,365.300048828125
2022-12-20,365.7999572753906
2022-12-21,371.2695007324219
2022-12-22,365.972900390625
2022-12-23,368.0780944824219
2022-12-27,366.6265869140625
2022-12-28,362.0702209472656
2022-12-29,368.58758544921875
2022-12-30,367.6166687011719
2023-01-03,366.0690612792969
2023-01-04,368.895263671875
2023-01-05,364.684814453125
2023-01-06,373.04791259765625
2023-01-09,372.83636474609375
2023-01-10,375.4510192871094
2023-01-11,380.19964599609375
2023-01-12,381.5838623046875
2023-01-13,383.064208984375
2023-01-17,382.36248779296875
2023-01-18,376.32574462890625
2023-01-19,373.586181640625
2023-01-20,380.54571533203125
2023-01-23,385.1117248535156
2023-01-24,384.6984558105469
2023-01-25,384.8425598144531
2023-01-26,389.0721435546875
2023-01-27,389.9660949707031
2023-01-30,385.0733337402344
2023-01-31,390.7351379394531
2023-02-01,394.8878173828125
2023-02-02,400.6361999511719
2023-02-03,396.3778076171875
2023-02-06,393.95538330078125
2023-02-07,399.1076965332031
2023-02-08,394.7436218261719
2023-02-09,391.32147216796875
2023-02-10,392.2347717285156
2023-02-13,396.8391418457031
2023-02-14,396.6565856933594
2023-02-15,397.9446716308594
2023-02-16,392.4653625488281
2023-02-17,391.4849853515625
2023-02-21,383.6313781738281
2023-02-22,383.1026611328125
2023-02-23,385.14056396484375
2023-02-24,381.0263366699219
2023-02-27,382.32403564453125
2023-02-28,380.9110412597656
2023-03-01,379.4499206542969
2023-03-02,382.4009704589844
2023-03-03,388.5338134765625
2023-03-06,388.802978515625
2023-03-07,382.8431701660156
2023-03-08,383.4679260253906
2023-03-09,376.39306640625
2023-03-10,370.9619140625
2023-03-13,370.4332275390625
2023-03-14,376.5564880371094
2023-03-15,374.2013854980469
2023-03-16,380.76678466796875
2023-03-17,376.3145751953125
2023-03-20,379.9331359863281
2023-03-21,384.921875
2023-03-22,378.3602600097656
2023-03-23,379.38311767578125
2023-03-24,381.8726806640625
2023-03-27,382.5867004394531
2023-03-28,381.7279052734375
2023-03-29,387.27630615234375
2023-03-30,389.5438537597656
2023-03-31,395.0342712402344
2023-04-03,396.5396423339844
2023-04-04,394.3396301269531
2023-04-05,393.30706787109375
2023-04-06,394.84136962890625
2023-04-10,395.2466125488281
2023-04-11,395.352783203125
2023-04-12,393.7413635253906
2023-04-13,398.97125244140625
2023-04-14,397.9966735839844
2023-04-17,399.4248046875
2023-04-18,399.6853332519531
2023-04-19,399.6177978515625
2023-04-20,397.4370422363281
2023-04-21,397.7458190917969
2023-04-24,398.1607360839844
2023-04-25,391.84039306640625
2023-04-26,390.1806640625
2023-04-27,397.9484558105469
2023-04-28,401.34503173828125
2023-05-01,400.93975830078125
2023-05-02,396.4335021972656
2023-05-03,393.71240234375
2023-05-04,390.9237060546875
2023-05-05,398.1607360839844
2023-05-08,398.266845703125
2023-05-09,396.5203552246094
2023-05-10,398.3730163574219
2023-05-11,397.6782531738281
2023-05-12,397.1571960449219
2023-05-15,398.52740478515625
2023-05-16,395.86419677734375
2023-05-17,400.6695556640625
2023-05-18,404.529296875
2023-05-19,403.940673828125
2023-05-22,404.104736328125
2023-05-23,399.5695495605469
2023-05-24,396.6747741699219
2023-05-25,400.10986328125
2023-05-26,405.2915954589844
2023-05-30,405.44598388671875
2023-05-31,403.19769287109375
2023-06-01,407.0284729003906
2023-06-02,412.9145812988281
2023-06-05,412.12335205078125
2023-06-06,413.02069091796875
2023-06-07,411.59259033203125
2023-06-08,414.0821228027344
2023-06-09,414.82513427734375
2023-06-12,418.58837890625
2023-06-13,421.3480529785156
2023-06-14,421.849853515625
2023-06-15,427.07977294921875
2023-06-16,425.6250915527344
2023-06-20,423.4168395996094
2023-06-21,421.24737548828125
2023-06-22,422.76800537109375
2023-06-23,419.57183837890625
2023-06-26,417.8575744628906
2023-06-27,422.43865966796875
2023-06-28,422.6517639160156
2023-06-29,424.3175964355469
2023-06-30,429.3247985839844
2023-07-03,429.8187561035156
2023-07-05,429.1795349121094
2023-07-06,425.81878662109375
2023-07-07,424.7436828613281
2023-07-10,425.81878662109375
2023-07-11,428.5306396484375
2023-07-12,431.97857666015625
2023-07-13,435.4071350097656
2023-07-14,435.13592529296875
2023-07-17,436.6468200683594
2023-07-18,439.891357421875
2023-07-19,440.8695983886719
2023-07-20,437.94464111328125
2023-07-21,437.94464111328125
2023-07-24,439.9010009765625
2023-07-25,441.10198974609375
2023-07-26,441.1697692871094
2023-07-27,438.244873046875
2023-07-28,442.53546142578125
2023-07-31,443.3780212402344
2023-08-01,442.1092529296875
2023-08-02,435.9591979980469
2023-08-03,434.7097473144531
2023-08-04,432.74371337890625
2023-08-07,436.52093505859375
2023-08-08,434.6226501464844
2023-08-09,431.7170104980469
2023-08-10,431.87200927734375
2023-08-11,431.6202392578125
2023-08-14,434.00274658203125
2023-08-15,428.9471435546875
2023-08-16,425.7994689941406
2023-08-17,422.5549011230469
2023-08-18,422.75830078125
2023-08-21,425.5088195800781
2023-08-22,424.3563232421875
2023-08-23,429.0827331542969
2023-08-24,423.135986328125
2023-08-25,426.1190490722656
2023-08-28,428.82122802734375
2023-08-29,435.0196838378906
2023-08-30,436.8114929199219
2023-08-31,436.1722412109375
2023-09-01,436.98577880859375
2023-09-05,435.0971374511719
2023-09-06,432.1722717285156
2023-09-07,430.84539794921875
2023-09-08,431.4942626953125
2023-09-11,434.33209228515625
2023-09-12,431.9495849609375
2023-09-13,432.453125
2023-09-14,436.181884765625
2023-09-15,430.9266662597656
2023-09-18,431.17938232421875
2023-09-19,430.28521728515625
2023-09-20,426.32940673828125
2023-09-21,419.28289794921875
2023-09-22,418.34014892578125
2023-09-25,420.0992736816406
2023-09-26,413.9275817871094
2023-09-27,414.09271240234375
2023-09-28,416.4934387207031
2023-09-29,415.482666015625
2023-10-02,415.3173828125
2023-10-03,409.7579650878906
2023-10-04,412.74176025390625
2023-10-05,412.5862731933594
2023-10-06,417.4848327636719
2023-10-09,420.1576843261719
2023-10-10,422.3445129394531
2023-10-11,424.0745544433594
2023-10-12,421.48919677734375
2023-10-13,419.3897705078125
2023-10-16,423.80242919921875
2023-10-17,423.7829284667969
2023-10-18,418.13604736328125
2023-10-19,414.46209716796875
2023-10-20,409.3691711425781
2023-10-23,408.6596984863281
2023-10-24,411.74066162109375
2023-10-25,405.83135986328125
2023-10-26,400.9716491699219
2023-10-27,399.1541442871094
2023-10-30,403.92633056640625
2023-10-31,406.4631042480469
2023-11-01,410.7978820800781
2023-11-02,418.670654296875
2023-11-03,422.4902648925781
2023-11-06,423.4622497558594
2023-11-07,424.6673583984375
2023-11-08,424.9784240722656
2023-11-09,421.6641540527344
2023-11-10,428.2441101074219
2023-11-13,427.8359375
2023-11-14,436.1362609863281
2023-11-15,437.0596008300781
2023-11-16,437.5941467285156
2023-11-17,438.1384582519531
2023-11-20,441.51104736328125
2023-11-21,440.5487976074219
2023-11-22,442.2497253417969
2023-11-24,442.5218505859375
2023-11-27,441.724853515625
2023-11-28,442.1622619628906
2023-11-29,441.8511962890625
2023-11-30,443.59100341796875
2023-12-01,446.2152099609375
2023-12-04,443.872802734375
2023-12-05,443.785400390625
2023-12-06,441.9970703125
2023-12-07,445.3696594238281
2023-12-08,447.2843933105469
2023-12-11,449.02410888671875
2023-12-12,451.07489013671875
2023-12-13,457.2953186035156
2023-12-14,458.7629089355469
2023-12-15,458.0075378417969
2023-12-18,460.5838928222656
2023-12-19,463.3846130371094
2023-12-20,456.9633483886719
2023-12-21,461.2962646484375
2023-12-22,462.22332763671875
2023-12-26,464.17510986328125
2023-12-27,465.0143127441406
2023-12-28,465.19000244140625
2023-12-29,463.84326171875
2024-01-02,461.2474365234375
2024-01-03,457.4805908203125
2024-01-04,456.0069580078125
2024-01-05,456.6315612792969
2024-01-08,463.15045166015625
2024-01-09,462.4477844238281
2024-01-10,465.0631103515625
2024-01-11,464.85821533203125
2024-01-12,465.18023681640625
2024-01-16,463.47247314453125
2024-01-17,460.8961486816406
2024-01-18,464.9947814941406
2024-01-19,470.79150390625
2024-01-22,471.78692626953125
2024-01-23,473.162841796875
2024-01-24,473.6801452636719
2024-01-25,476.2564392089844
2024-01-26,475.6513977050781
2024-01-29,479.4182434082031
2024-01-30,479.04742431640625
2024-01-31,471.2306213378906
2024-02-01,477.3982238769531
2024-02-02,482.4239501953125
2024-02-05,480.6673583984375
2024-02-06,482.0628967285156
2024-02-07,486.0835266113281
2024-02-08,486.2982177734375
2024-02-09,489.10870361328125
2024-02-12,488.8940124511719
2024-02-13,482.1604309082031
2024-02-14,486.5421447753906
2024-02-15,489.899169921875
2024-02-16,487.4594421386719
2024-02-20,484.7757873535156
2024-02-21,485.2149963378906
2024-02-22,495.2567443847656
2024-02-23,495.5982666015625
2024-02-26,493.78314208984375
2024-02-27,494.700439453125
2024-02-28,494.046630859375
2024-02-29,495.8227233886719
2024-03-01,500.4776306152344
2024-03-04,499.9409484863281
2024-03-05,494.9444274902344
2024-03-06,497.4524230957031
2024-03-07,502.390380859375
2024-03-08,499.37493896484375
2024-03-11,498.94549560546875
2024-03-12,504.31280517578125
2024-03-13,503.5223388671875
2024-03-14,502.5269775390625
2024-03-15,499.0763854980469
2024-03-18,502.0423889160156
2024-03-19,504.8323669433594
2024-03-20,509.5016174316406
2024-03-21,511.1855163574219
2024-03-22,510.2164001464844
2024-03-25,508.8066711425781
2024-03-26,507.866943359375
2024-03-27,512.1349487304688
2024-03-28,512.0370483398438
2024-04-01,511.1463317871094
2024-04-02,507.8963317871094
2024-04-03,508.4542236328125
2024-04-04,502.24798583984375
2024-04-05,507.49493408203125
2024-04-08,507.77880859375
2024-04-09,508.3662109375
2024-04-10,503.2758483886719
2024-04-11,507.073974609375
2024-04-12,500.0747985839844
2024-04-15,493.8098449707031
2024-04-16,492.9092102050781
2024-04-17,489.9920959472656
2024-04-18,488.9837951660156
2024-04-19,484.7157897949219
2024-04-22,489.1795654296875
2024-04-23,494.9845275878906
2024-04-24,494.7496032714844
2024-04-25,492.87005615234375
2024-04-26,497.53948974609375
2024-04-29,499.301513671875
2024-04-30,491.39190673828125
2024-05-01,489.7963562011719
2024-05-02,494.3775939941406
2024-05-03,500.5055847167969
2024-05-06,505.6741638183594
2024-05-07,506.232177734375
2024-05-08,506.2811279296875
2024-05-09,509.1980895996094
2024-05-10,509.8541564941406
2024-05-13,509.9226379394531
2024-05-14,512.2621459960938
2024-05-15,518.6055297851562
2024-05-16,517.53857421875
2024-05-17,518.2825317382812
2024-05-20,518.879638671875
2024-05-21,520.1522216796875
2024-05-22,518.6544799804688
2024-05-23,514.8660888671875
2024-05-24,518.2727661132812
2024-05-28,518.6348876953125
2024-05-29,515.003173828125
2024-05-30,511.58673095703125
2024-05-31,516.246337890625
2024-06-03,516.6672973632812
2024-06-04,517.244873046875
2024-06-05,523.3923950195312
2024-06-06,523.382568359375
2024-06-07,522.746337890625
2024-06-10,524.3614501953125
2024-06-11,525.6243286132812
2024-06-12,529.9412841796875
2024-06-13,531.0083618164062
2024-06-14,531.3314819335938
2024-06-17,535.5601806640625
2024-06-18,536.9208984375
2024-06-20,535.4622802734375
2024-06-21,534.7444458007812
2024-06-24,533.0061645507812
2024-06-25,535.0587158203125
2024-06-26,535.7265625
2024-06-27,536.5711669921875
2024-06-28,534.4596557617188
2024-07-01,535.5595703125
2024-07-02,539.1636962890625
2024-07-03,541.56982421875
2024-07-05,544.6927490234375
2024-07-08,545.3212890625
2024-07-09,545.8515625
2024-07-10,551.2529907226562
2024-07-11,546.4996948242188
2024-07-12,549.9468994140625
2024-07-15,551.459228515625
2024-07-16,554.7293701171875
2024-07-17,546.9514770507812
2024-07-18,542.748291015625
2024-07-19,539.14404296875
2024-07-22,544.70263671875
2024-07-23,543.8482055664062
2024-07-24,531.5232543945312
2024-07-25,528.7537841796875
2024-07-26,534.67578125
2024-07-29,534.9899291992188
2024-07-30,532.2794799804688
2024-07-31,540.9315185546875
2024-08-01,533.2713012695312
2024-08-02,523.3427734375
2024-08-05,508.1009826660156
2024-08-06,512.7855224609375
2024-08-07,509.3580627441406
2024-08-08,521.1331176757812
2024-08-09,523.4310302734375
2024-08-12,523.7061157226562
2024-08-13,532.3187866210938
2024-08-14,533.998046875
2024-08-15,543.1509399414062
2024-08-16,544.3685913085938
2024-08-19,549.5736694335938
2024-08-20,548.679931640625
2024-08-21,550.5654907226562
2024-08-22,546.2443237304688
2024-08-23,552.0484008789062
2024-08-26,550.7324829101562
2024-08-27,551.4886474609375
2024-08-28,548.287109375
2024-08-29,548.336181640625
2024-08-30,553.5706176757812
2024-09-03,542.1787109375
2024-09-04,541.0690307617188
2024-09-05,539.7529907226562
2024-09-06,530.6688842773438
2024-09-09,536.6103515625
2024-09-10,538.9476928710938
2024-09-11,544.4766845703125
2024-09-12,549.06298828125
2024-09-13,551.9306030273438
2024-09-16,552.7457275390625
2024-09-17,552.9716186523438
2024-09-18,551.33154296875
2024-09-19,560.7396850585938
2024-09-20,559.7704467773438
2024-09-23,561.169189453125
2024-09-24,562.77490234375
2024-09-25,561.53369140625
2024-09-26,563.760009765625
2024-09-27,562.9422607421875
2024-09-30,565.1981201171875
2024-10-01,560.1348266601562
2024-10-02,560.3712768554688
2024-10-03,559.3468627929688
2024-10-04,564.4297485351562
2024-10-07,559.3271484375
2024-10-08,564.616943359375
2024-10-09,568.5277099609375
2024-10-10,567.5328369140625
2024-10-11,570.9313354492188
2024-10-14,575.6005859375
2024-10-15,571.1282958984375
2024-10-16,573.6107788085938
2024-10-17,573.659912109375
2024-10-18,575.8665771484375
2024-10-21,574.9208374023438
2024-10-22,574.6155395507812
2024-10-23,569.3650512695312
2024-10-24,570.596435546875
2024-10-25,570.3994140625
2024-10-28,572.1627197265625
2024-10-29,573.088623046875
2024-10-30,571.3549194335938
2024-10-31,560.1546020507812
2024-11-01,562.5187377929688
2024-11-04,561.3070678710938
2024-11-05,568.0942993164062
2024-11-06,582.2203979492188
2024-11-07,586.7221069335938
2024-11-08,589.263671875
2024-11-11,589.8250122070312
2024-11-12,587.9928588867188
2024-11-13,588.2785034179688
2024-11-14,584.4959106445312
2024-11-15,577.00927734375
2024-11-18,579.3734741210938
2024-11-19,581.4913330078125
2024-11-20,581.6882934570312
2024-11-21,584.81103515625
2024-11-22,586.6235961914062
2024-11-25,588.613525390625
2024-11-26,591.6868896484375
2024-11-27,589.89404296875
2024-11-29,593.5585327148438
2024-12-02,594.6224975585938
2024-12-03,594.8982543945312
2024-12-04,598.5923461914062
